Set parameter Username
Academic license - for non-commercial use only - expires 2024-02-22
Warning: Gurobi version mismatch between Python 9.5.0 and C library 9.5.2
Set parameter TimeLimit to value 3600
Set parameter MIPGap to value 1e-06
Set parameter Threads to value 1
Gurobi Optimizer version 9.5.2 build v9.5.2rc0 (linux64)
Thread count: 4 physical cores, 4 logical processors, using up to 1 threads
Optimize a model with 468 rows, 4290 columns and 20826 nonzeros
Model fingerprint: 0xaa5114e4
Variable types: 4186 continuous, 104 integer (104 binary)
Coefficient statistics:
  Matrix range     [1e+00, 5e+03]
  Objective range  [3e+00, 1e+05]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+02]
Presolve removed 103 rows and 1 columns
Presolve time: 0.03s
Presolved: 365 rows, 4289 columns, 18016 nonzeros
Variable types: 4186 continuous, 103 integer (103 binary)
Found heuristic solution: objective 114414.00000

Root relaxation: objective 2.199249e+04, 1261 iterations, 0.05 seconds (0.07 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

 31495 15590 43081.5549   64   61 44871.6000 42863.7757  4.47%  32.3  135s
 33062 16739 43875.7762   89   28 44871.6000 42866.3909  4.47%  32.4  140s
 34740 17945 43663.6739   87   27 44871.6000 42870.2829  4.46%  32.5  145s
 36400 19139 43001.4006   59   71 44871.6000 42874.2535  4.45%  32.6  150s
 38002 20290 44432.8129   91   25 44871.6000 42876.7290  4.45%  32.7  155s
 39646 21509 44836.5101   90   26 44871.6000 42879.1130  4.44%  32.7  160s
 41328 22746 44725.7441   96   28 44871.6000 42882.2510  4.43%  32.8  165s
 42899 23925 43621.4103   90   27 44871.6000 42884.8693  4.43%  32.9  170s
 44554 25153 44662.5918   95   23 44871.6000 42887.3465  4.42%  33.0  175s
 46247 26313 43554.7593   68   62 44871.6000 42888.6223  4.42%  33.1  180s
 47865 27527 43035.1360   58   60 44871.6000 42890.5247  4.41%  33.2  185s
 49548 28736 42940.8680   56   73 44871.6000 42892.6015  4.41%  33.2  190s
H50282 29172                    44843.799984 42893.5299  4.35%  33.2  192s
H50283 29173                    44843.799814 42893.5299  4.35%  33.2  194s
H50335 29225                    44843.799659 42893.5299  4.35%  33.2  195s
H51655 29937                    44799.999688 42895.1859  4.25%  33.3  199s
 51868 30060 42911.3013   56   77 44799.9997 42895.4185  4.25%  33.3  200s
 53075 30931 43697.1096   84   27 44799.9997 42896.2507  4.25%  33.4  205s
H53873 31533                    44799.996879 42897.0591  4.25%  33.5  207s
 54588 32032 43306.6968   79   29 44799.9969 42897.5152  4.25%  33.5  210s
 55856 32930 43463.6780   78   30 44799.9969 42898.5260  4.24%  33.6  215s
 57218 33902 44737.3281   96   17 44799.9969 42899.6644  4.24%  33.7  220s
 58738 35025 44475.5601   91   25 44799.9969 42901.5198  4.24%  33.8  225s
 60341 36182 43314.7204   74   36 44799.9969 42902.8055  4.23%  33.8  230s
H60967 36398                    44766.201521 42903.2747  4.16%  33.8  232s
H61123 36500                    44766.190268 42903.9439  4.16%  33.9  234s
 61142 36521 43339.5094   79   28 44766.1903 42903.9439  4.16%  33.9  235s
H62123 37161                    44766.189375 42904.7571  4.16%  33.9  238s
 62692 37581 43481.7177   83   26 44766.1894 42905.2431  4.16%  33.9  240s
 64276 38674 43471.7144   78   44 44766.1894 42906.7817  4.15%  34.0  245s
 65744 39736 43933.7592   91   29 44766.1894 42908.0991  4.15%  34.0  250s
 67255 40854 44045.6017   84   30 44766.1894 42909.0888  4.15%  34.1  255s
 68777 41931 43407.4103   86   29 44766.1894 42910.2187  4.15%  34.2  260s
 70279 43017 43667.8590   88   28 44766.1894 42911.8075  4.14%  34.3  265s
 71701 44054 42917.0368   61   68 44766.1894 42913.2289  4.14%  34.4  270s
 73233 45176 43024.6394   59   71 44766.1894 42914.6043  4.14%  34.4  275s
 74794 46288 44287.7825   76   29 44766.1894 42916.0823  4.13%  34.4  280s
 76259 47353 43391.5917   86   27 44766.1894 42917.1443  4.13%  34.5  285s
 77802 48440 43373.8556   73   41 44766.1894 42918.3773  4.13%  34.5  290s
 79313 49518 44756.1027  100   18 44766.1894 42919.6072  4.12%  34.6  295s
*79888 49576             102    44733.400000 42919.9919  4.05%  34.6  296s
H79916 49317                    44705.600000 42919.9993  3.99%  34.6  297s
 80643 49839 43799.3206   83   24 44705.6000 42920.6940  3.99%  34.6  300s
 82103 50884 43708.3423   71   53 44705.6000 42922.1351  3.99%  34.6  305s
 83614 51998 43183.4368   69   48 44705.6000 42923.3713  3.99%  34.7  310s
 85170 53093 44379.7867   81   26 44705.6000 42924.9683  3.98%  34.7  315s
 86705 54154 42980.3340   59   65 44705.6000 42926.1533  3.98%  34.7  320s
 88187 55176 43153.4241   63   63 44705.6000 42927.2724  3.98%  34.8  325s
 89713 56282 43434.3409   80   32 44705.6000 42928.5074  3.98%  34.8  330s
 91241 57380 43715.6409   82   26 44705.6000 42929.5399  3.97%  34.9  335s
 92677 58360 44331.5819   93   28 44705.6000 42930.5474  3.97%  34.9  340s
 94192 59439 43486.8760   82   31 44705.6000 42931.1630  3.97%  35.0  345s
 95761 60526 43282.9029   79   31 44705.6000 42932.4932  3.97%  35.0  350s
 97248 61579 44384.4381   86   26 44705.6000 42933.7292  3.96%  35.0  355s
 98739 62617 44592.9987   94   23 44705.6000 42934.4275  3.96%  35.1  360s
 100118 63613 43285.1784   66   49 44705.6000 42935.2262  3.96%  35.1  365s
 101671 64724 43102.0457   59   68 44705.6000 42936.0720  3.96%  35.1  370s
 103206 65755 43222.0055   66   56 44705.6000 42937.2814  3.96%  35.1  375s
 104761 66822 43144.5866   70   47 44705.6000 42938.3036  3.95%  35.1  380s
 106246 67870 43190.3877   68   37 44705.6000 42939.0571  3.95%  35.2  385s
 107556 68798 43716.4393   86   30 44705.6000 42939.8313  3.95%  35.3  390s
 108879 69745 43374.8603   71   47 44705.6000 42940.6786  3.95%  35.3  395s
 110200 70700 43458.8108   83   28 44705.6000 42941.3125  3.95%  35.3  400s
 111627 71747 44664.7881   90   28 44705.6000 42942.2623  3.94%  35.3  405s
 112670 72478     cutoff   85      44705.6000 42942.9014  3.94%  35.3  410s
 114138 73557 43179.4199   73   47 44705.6000 42944.0824  3.94%  35.4  415s
 115593 74584 43085.9240   58   68 44705.6000 42944.7034  3.94%  35.4  420s
 117067 75590 42950.6400   57   69 44705.6000 42945.2973  3.94%  35.5  425s
 118286 76459 44226.2781   91   31 44705.6000 42945.8434  3.94%  35.5  430s
 119741 77478 44229.6621   92   25 44705.6000 42946.2739  3.94%  35.5  435s
 121246 78562 43996.9917   90   26 44705.6000 42946.9887  3.93%  35.5  440s
 122637 79526 43640.7891   86   33 44705.6000 42947.7452  3.93%  35.6  445s
 124098 80556 44072.1950   84   30 44705.6000 42948.4036  3.93%  35.6  450s
 125594 81619 43703.9993   73   29 44705.6000 42949.0461  3.93%  35.6  455s
 127053 82632 43360.4091   80   33 44705.6000 42949.6906  3.93%  35.6  460s
 128555 83687 43495.6658   87   29 44705.6000 42950.3632  3.93%  35.7  465s
 130061 84732 43002.9782   61   54 44705.6000 42950.9634  3.92%  35.7  470s
 131581 85827 44076.8935   91   23 44705.6000 42951.6273  3.92%  35.7  475s
 132884 86768 43503.3421   66   60 44705.6000 42952.1079  3.92%  35.7  481s
 133923 87512 42975.7722   59   71 44705.6000 42952.5593  3.92%  35.7  485s
 135248 88430 43378.3085   78   32 44705.6000 42953.2310  3.92%  35.7  490s
 136715 89428 43845.3081   79   34 44705.6000 42954.0108  3.92%  35.7  495s
 138155 90459 43493.4264   66   57 44705.6000 42954.5857  3.92%  35.8  500s
 139593 91475 43684.6818   69   48 44705.6000 42955.1808  3.92%  35.8  505s
 141100 92543 44551.6496   91   26 44705.6000 42955.8481  3.91%  35.8  510s
 142574 93567 43617.0770   69   52 44705.6000 42956.4488  3.91%  35.8  515s
 144035 94640 44073.9253   89   19 44705.6000 42956.9281  3.91%  35.8  520s
 145511 95666 42957.7500   58   78 44705.6000 42957.4461  3.91%  35.8  525s
 146991 96714 43218.6406   71   54 44705.6000 42958.0185  3.91%  35.8  530s
 148419 97702 43019.9824   66   64 44705.6000 42958.5116  3.91%  35.8  535s
 149914 98678 43022.3660   63   62 44705.6000 42959.0090  3.91%  35.9  540s
 151357 99687 43614.0436   79   34 44705.6000 42959.7905  3.91%  35.9  545s
 152872 100778 44669.3605   79   32 44705.6000 42960.3332  3.90%  35.8  550s
H153436 100736                    44678.600000 42960.5174  3.85%  35.9  552s
 153489 100775 43212.0992   67   53 44678.6000 42960.5347  3.85%  35.9  555s
 154907 101763 43657.8095   81   24 44678.6000 42961.0891  3.84%  35.9  560s
 156352 102788 43249.3390   75   39 44678.6000 42961.5187  3.84%  35.9  565s
 157799 103785 43511.9515   90   30 44678.6000 42961.9652  3.84%  35.9  570s
 159246 104797 44078.9526   68   51 44678.6000 42962.6601  3.84%  35.9  575s
